id,Nombre,Grupo de alimento,Marca,Cantidad,Unidad,Calorias,Proteinas,Carbohidratos,Grasas,Fibra,vitA,vitB1,vitB2,vitB3,vitB5,vitB6,vitB9,vitB12,vitC,vitD,vitE,vitK,choline,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,water,cholesterol,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,glycemicIndex,tiene_micros,es_duplicado,momento_sugerido,comments,usar_en_generador
,Hamburguesa ternera,Carnes y productos cárnicos,Meatprotein,100,gr,121.0,22.2,2.1,2.7,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.8,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Hígado de Res,Carnes y productos cárnicos,,100,gr,134.6,20.0,3.3,4.6,,,,,,,,,,19.5,,,,,13.0,,5.4,,,166.0,,,,4.0,70.8,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Hígado de ganso,Carnes y productos cárnicos,,100,gr,129.28,16.4,6.3,4.3,,31.0,562.0,892.0,6.5,6.2,760.0,738.0,54.0,4.5,,,,,43.0,7.5,30.5,24.0,,261.0,230.0,68.1,140.0,3.1,71.8,515.0,1.6,0.8,0.3,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Lomo bajo de ternera,Carnes y productos cárnicos,,100,gr,161.0,20.0,0.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Lomo de cerdo magro,Carnes y productos cárnicos,,100,gr,114.37,20.7,0.0,3.5,,2.0,982.0,337.0,6.6,837.0,765.0,,0.5,,10.0,220.0,,79.7,6.0,89.0,970.0,27.0,14.0,243.0,393.0,30.3,52.0,1.9,75.0,65.0,1.2,1.4,0.6,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Mondongo,Carnes y productos cárnicos,,100,gr,99.1,16.9,0.0,3.5,,,,,,,,,,,,,,,66.0,,0.8,,,40.0,,,,1.4,79.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Nötfärs mager 5% garat 500gr,Carnes y productos cárnicos,,100,gr,130.0,21.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Plátano verde asado,Carnes y productos cárnicos,,100,gr,279.8,1.5,68.0,0.2,,,,,,,,,,1.4,,,,,10.0,,0.8,,,80.0,,,,0.1,29.1,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Prote evobeef HSN,Carnes y productos cárnicos,,100,gr,393.0,81.0,4.6,4.3,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,1.4,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Relleno,Carnes y productos cárnicos,,100,gr,115.4,14.4,3.2,5.0,,,,,,,,,,3.4,,,,,63.0,,16.9,,,41.0,,,,1.3,75.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Riñón de res,Carnes y productos cárnicos,,100,gr,87.66,15.1,0.3,2.9,,,,,,,,,,9.9,,,,,17.0,,6.8,,,132.0,,,,1.9,79.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Rosbif,Carnes y productos cárnicos,,100,gr,170.0,20.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Secreto ibérico,Carnes y productos cárnicos,,100,gr,225.0,22.0,0.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Sesos de Carnero,Carnes y productos cárnicos,,100,gr,110.2,10.0,0.0,7.8,,,,,,,,,,11.4,,,,,7.0,,2.7,,,252.0,,,,1.2,79.1,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Solomillo de ternera (res),Carnes y productos cárnicos,,100,gr,162.0,22.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Ternera,Carnes y productos cárnicos,Hacendado,100,gr,161.0,22.0,0.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Ternera magra,Carnes y productos cárnicos,,100,gr,110.74,20.2,0.0,3.3,,,70.0,260.0,9.1,1.4,560.0,14.0,1.2,,,260.0,,,17.0,100.0,750.0,25.0,29.0,211.0,324.0,8.8,91.0,2.5,74.9,80.0,1.0,1.1,0.3,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,"Caballo, delgado",Carnes y productos cárnicos,,100,gr,126.96,21.4,0.0,4.6,,,130.0,100.0,4.6,,380.0,,3.0,1.0,,,,,6.0,144.0,3.8,24.0,19.0,221.0,360.0,10.1,53.0,2.9,72.6,52.0,1.4,1.6,0.7,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Carne de res magra,Carnes y productos cárnicos,,100,gr,135.51,21.6,0.0,5.5,,,66.0,108.0,6.7,638.0,604.0,13.0,1.1,,,300.0,1.2,90.1,24.0,73.0,1.6,23.0,13.0,202.0,340.0,26.4,55.0,3.9,72.1,33.0,2.1,2.0,0.2,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Carrillada cerdo,Carnes y productos cárnicos,Hacendado,100,gr,127.0,20.2,0.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Ciervos,Carnes y productos cárnicos,,100,gr,113.62,23.0,0.0,2.4,,,220.0,480.0,6.4,,370.0,4.0,6.3,,,200.0,1.1,,5.0,253.0,3.4,23.0,41.0,202.0,318.0,9.7,51.0,2.1,73.6,85.0,1.0,0.7,0.5,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Arroz,Cereales y granos,Vanguardia,50,gr,176.0,4.0,40.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Arroz Basmati,Cereales y granos,Hacendado,100,gr,355.0,9.0,78.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,0.6,,,,0.2,,,,False,False,Comida / cena,Arroz Basmati (hacendado) | Fuente: base original de Alzum.,True
,Arroz blanco corriente,Cereales y granos,,100,gr,347.9,7.8,77.6,0.7,,,,,,,,,,0.9,,,,,6.0,,1.0,,,134.0,,,,1.5,13.4,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Arroz redondo,Cereales y granos,,100,gr,342.0,6.8,74.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Avena,Cereales y granos,Brüggen,100,gr,375.0,14.0,59.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,True
,Avena en polvo,Cereales y granos,,100,gr,387.9,8.5,70.7,7.9,8.8,,692.0,125.0,1.5,201.0,125.0,32.0,,,,700.0,3.0,,55.0,437.0,4.0,144.0,4.0,452.0,371.0,34.0,30.0,3.2,2.8,,1.3,3.3,3.3,0.8,True,False,,65.0 | Fuente: base original de Alzum.,True
,Avena instantánea,Cereales y granos,,100,gr,93.52,2.5,18.2,1.2,1.9,,,,,,,,,,,,,,,,,,,,78.0,,122.0,,,,0.2,0.4,0.4,,False,False,,0 | Fuente: base original de Alzum.,True
,Avena sin gluten,Cereales y granos,,100,gr,349.0,10.7,55.7,7.1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Copos finos integrales | Fuente: base original de Alzum.,True
,Cebada,Cereales y granos,,100,gr,360.96,9.9,77.7,1.2,15.6,22.0,191.0,114.0,4.6,282.0,260.0,23.0,,,,20.0,2.2,37.8,29.0,420.0,2.5,79.0,1.3,221.0,280.0,37.7,9.0,2.1,10.1,,0.2,0.1,0.6,0.8,True,True,Comida / cena,30.0 | Fuente: base original de Alzum.,False
,Cereal All Bran Original (Kellogs),Cereales y granos,,100,gr,396.25,12.5,72.5,6.3,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Cereales Integrales,Cereales y granos,Mercado Central,100,gr,391.64,7.2,83.0,3.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0 | Fuente: base original de Alzum.,True
,Cereales frutos rojos,Cereales y granos,Hacendado,100,gr,383.0,8.2,81.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,True
,Corn flakes,Cereales y granos,Hacendado,100,gr,378.0,6.3,84.0,1.1,,,,,,,1.2,,,,,,,,,,7.0,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Especial K de bayas rojas (cereal,Cereales y granos,Kellogg,100,gr,381.0,12.4,80.6,1.0,3.2,2.4,1.7,2.0,22.6,475.0,2.3,452.0,6.8,67.7,,15.3,0.6,21.8,60.0,170.0,26.2,39.0,1.4,162.0,242.0,13.0,710.0,1.6,3.0,,0.2,0.2,0.6,32.2,True,False,Comida / cena,71.0 | Fuente: base original de Alzum.,True
,Granola,Cereales y granos,,100,gr,422.0,10.0,74.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Havrekuddar protein naturell febraco fullkorn 69% 400gr,Cereales y granos,,100,gr,380.0,21.0,56.0,5.6,6.5,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Hojuelas de Quinua,Cereales y granos,,100,gr,381.7,8.5,78.6,3.7,,,,,,,,,,,,,,,114.0,,4.7,,,60.0,,,,,7.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Maíz,Cereales y granos,,100,gr,377.38,9.4,74.3,4.7,7.3,214.0,385.0,201.0,3.6,424.0,622.0,19.0,,,,490.0,0.3,,7.0,314.0,2.7,127.0,485.0,210.0,287.0,15.5,35.0,2.2,10.4,,0.7,1.3,2.2,0.6,True,False,Comida / cena,60.0 | Fuente: base original de Alzum.,True
,Maíz dulce,Cereales y granos,,100,gr,69.0,2.3,8.6,2.1,3.4,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.4,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Palomitas de maíz,Cereales y granos,,100,gr,601.35,7.3,45.1,43.6,8.1,154.0,134.0,57.0,1.2,230.0,109.0,25.0,,300.0,,2.4,4.1,12.6,4.0,162.0,2.0,79.0,629.0,199.0,182.0,2.2,1.1,3.1,1.2,,6.8,9.8,23.2,0.5,True,False,Comida / cena,60.0 | Fuente: base original de Alzum.,True
,Quick oats ( golden vale ),Cereales y granos,,100,gr,397.0,12.8,56.5,10.6,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Quinoa blanca y roja,Cereales y granos,Hacendado,100,gr,125.0,4.5,19.6,2.2,4.1,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3,,,0.7,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Quinoa tricolor,Cereales y granos,,100,gr,353.0,14.0,57.0,6.1,7.0,,,,,,,,,,,,,,,,,0.2,,0.5,0.6,,,,,,,,,,True,False,Comida / cena,Fuente: base original de Alzum.,True
,Quinua,Cereales y granos,,100,gr,373.0,13.6,66.6,5.8,,,,,,,,,,0.5,,,,,56.0,,7.5,,,242.0,,,,3.3,11.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Quinua cocida,Cereales y granos,,100,gr,88.1,2.8,16.3,1.3,,,,,,,,,,,,,,,27.0,,1.6,,,61.0,,,,,79.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Rolled oats ( golden vale),Cereales y granos,,100,gr,397.0,11.7,58.6,10.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Special K de (cereales,Cereales y granos,Kellogg,100,gr,387.95,22.5,71.0,1.6,2.4,2.5,1.7,1.9,23.0,,6.4,1.3,19.5,67.7,,15.3,0.5,31.0,30.0,200.0,27.0,62.0,2.8,219.0,196.0,54.9,721.0,2.9,3.0,,0.4,0.4,0.8,12.9,True,False,,70.0 | Fuente: base original de Alzum.,True
,Sémola de Quinua,Cereales y granos,,100,gr,389.5,19.5,53.8,10.7,,,,,,,,,,,,,,,76.0,,3.6,,,,,,,3.3,12.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Tortas de arroz,Cereales y granos,,100,gr,384.0,8.2,81.5,2.8,4.2,,61.0,165.0,7.8,1.0,150.0,21.0,,,,1.2,1.9,32.1,11.0,445.0,1.5,131.0,3.7,360.0,290.0,24.6,326.0,3.0,5.8,,0.6,1.0,1.0,0.9,True,False,Comida / cena,82.0 | Fuente: base original de Alzum.,True
,Tortas de arroz integral,Cereales y granos,Biocentury,100,gr,387.0,8.0,81.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Tortilla Trigo,Cereales y granos,Hacendado,100,gr,294.0,8.0,53.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Tortitas Maíz,Cereales y granos,Hacendado,100,gr,368.0,7.5,80.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Totopos,Cereales y granos,,100,gr,503.64,7.8,65.6,23.4,5.3,3.0,15.0,100.0,1.3,1.2,213.0,20.0,0.4,,,4.3,20.9,19.4,174.0,523.0,2.3,146.0,,200.0,215.0,6.7,421.0,2.5,1.9,,2.8,6.8,11.2,1.0,True,False,Comida / cena,64.0 | Fuente: base original de Alzum.,True
,Weetabix,Cereales y granos,,100,gr,362.0,12.0,69.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Alforfón,Cereales y granos,,100,gr,369.6,13.3,71.5,3.4,10.0,,101.0,425.0,7.0,1.2,210.0,30.0,,,,,,,18.0,1.1,2.2,231.0,1.3,347.0,460.0,8.3,1.0,2.4,9.8,,0.7,1.0,1.0,,True,False,Comida / cena,53.0 | Fuente: base original de Alzum.,True
,Almidón de maíz ceroso,Cereales y granos,,100,gr,352.0,0.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,80.0 | Fuente: base original de Alzum.,True
,Amaranto,Cereales y granos,,100,gr,371.0,14.0,65.0,7.0,9.3,,,,,,,,,,,,,,,,,,,,366.0,,21.0,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Centeno,Cereales y granos,,100,gr,359.47,10.3,75.9,1.6,15.1,11.0,316.0,251.0,4.3,1.5,294.0,38.0,,,,850.0,5.9,30.4,24.0,367.0,2.6,110.0,2.6,332.0,510.0,13.9,2.0,2.7,10.6,,0.2,0.2,0.8,1.0,True,False,Comida / cena,34.0 | Fuente: base original de Alzum.,True
,Kiwicha o achis,Cereales y granos,,100,gr,387.0,12.8,69.1,6.6,,,,,,,,,,1.3,,,,,236.0,,7.3,,,453.0,,,,2.7,9.2,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Maltodextrina,"Azúcares, siropes y edulcorantes",,100,gr,400.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,95.0 | Fuente: base original de Alzum.,True
,Tortas de palomitas de maíz,Cereales y granos,,100,gr,387.1,9.7,80.1,3.1,2.9,72.0,75.0,178.0,6.0,434.0,181.0,18.0,,,,290.0,1.1,22.4,9.0,569.0,1.9,159.0,985.0,277.0,327.0,9.9,288.0,4.0,5.0,,0.5,0.9,1.4,0.7,True,False,Comida / cena,65.0 | Fuente: base original de Alzum.,True
,Vitargo,Cereales y granos,,100,gr,368.0,0.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,110.0 | Fuente: base original de Alzum.,True
,Bacon,Embutidos y charcutería,La Selva,100,gr,349.0,14.9,1.0,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Comida / cena",Fuente: base original de Alzum.,True
,Cecina,Embutidos y charcutería,,100,gr,152.9,31.1,2.8,1.9,,,65.0,163.0,5.2,566.0,386.0,10.0,1.6,,1.0,380.0,1.3,,8.0,74.0,2.4,19.0,17.0,181.0,235.0,32.4,2.8,4.9,53.8,79.0,1.0,0.8,0.1,2.7,True,False,"Desayuno, Comida / cena",0.0 | Fuente: base original de Alzum.,True
,Chicharrón de prensa,Embutidos y charcutería,,100,gr,430.4,23.9,0.0,37.2,,,,,,,,,,1.4,,,,,60.0,,2.2,,,119.0,,,,,29.9,,,,,,True,False,"Desayuno, Comida / cena",0 | Fuente: base original de Alzum.,True
,Hamburguesa chorizo,Embutidos y charcutería,Meatprotein,100,gr,122.0,22.3,2.1,2.7,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.8,,,,False,False,"Desayuno, Comida / cena",Fuente: base original de Alzum.,True
,Hot Dog,Embutidos y charcutería,,100,gr,361.1,11.0,2.1,34.3,,,,,,,,,,,,,,,76.0,,1.3,,,202.0,,,,2.0,49.4,,,,,,True,False,"Desayuno, Comida / cena",0 | Fuente: base original de Alzum.,True
,Jamonada,Embutidos y charcutería,,100,gr,339.5,15.7,2.8,29.5,,,,,,,,,,,,,,,85.0,,1.5,,,211.0,,,,1.9,49.3,,,,,,True,False,,0 | Fuente: base original de Alzum.,True
,Jamón Cocido Natural,Embutidos y charcutería,Hacendado,100,gr,102.0,19.0,0.9,2.5,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,False,False,,Jamón 90% | Fuente: base original de Alzum.,True
,Jamón Jamcal,Embutidos y charcutería,Serrano,100,gr,272.0,29.8,1.0,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,False,False,,Mercadona | Fuente: base original de Alzum.,True
,Jamón del país,Embutidos y charcutería,,100,gr,336.4,24.7,0.0,26.4,,,,,,,,,,,,,,,48.0,,2.1,,,177.0,,,,1.9,47.9,,,,,,True,False,,0 | Fuente: base original de Alzum.,True
,Jamón tacos (Incarlopsa),Embutidos y charcutería,,100,gr,234.0,33.7,1.0,10.6,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,False,False,,Fuente: base original de Alzum.,True
,Lomo Back bacon,Embutidos y charcutería,,100,gr,139.0,18.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Comida / cena",Fuente: base original de Alzum.,True
,Lomo Embuchado,Embutidos y charcutería,Hacendado,100,gr,199.0,38.0,0.5,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,False,False,"Desayuno, Comida / cena",Fuente: base original de Alzum.,True
,Paté,Embutidos y charcutería,,100,gr,496.2,10.9,1.1,49.8,,,,,,,,,,,,,,,57.0,,7.1,,,289.0,,,,0.9,35.0,,,,,,True,False,"Desayuno, Comida / cena",0 | Fuente: base original de Alzum.,True
,Paté de foie gras,Embutidos y charcutería,,100,gr,458.84,11.4,4.7,43.8,,3.3,88.0,299.0,2.5,1.2,60.0,60.0,9.4,2.0,,,,,70.0,400.0,5.5,13.0,120.0,200.0,138.0,44.0,697.0,920.0,37.0,150.0,14.5,25.6,0.8,,True,False,"Desayuno, Comida / cena",0.0 | Fuente: base original de Alzum.,True
,Salchicha blanca chica,Embutidos y charcutería,,100,gr,444.8,12.0,2.0,43.2,,,,,,,,,,2.3,,,,,22.0,,3.2,,,114.0,,,,1.8,40.1,,,,,,True,False,"Desayuno, Comida / cena",0 | Fuente: base original de Alzum.,True
,Salchicha blanca grande,Embutidos y charcutería,,100,gr,359.1,13.6,3.5,32.3,,,,,,,,,,2.5,,,,,76.0,,1.2,,,142.0,,,,1.8,47.9,,,,,,True,False,"Desayuno, Comida / cena",0 | Fuente: base original de Alzum.,True
,"Jamón (cerdo), en rodajas",Embutidos y charcutería,,100,gr,116.2,21.0,1.0,3.2,,44.0,514.0,218.0,7.4,841.0,506.0,1.0,0.4,,37.0,220.0,,82.3,6.0,271.0,940.0,22.0,26.0,322.0,364.0,37.0,1.2,2.1,71.1,57.0,1.0,1.3,0.4,1.1,True,False,,0.0 | Fuente: base original de Alzum.,True
,Jamón de pavo en rodajas,Embutidos y charcutería,,100,gr,124.32,19.6,2.9,3.8,,,50.0,250.0,3.5,,230.0,6.0,0.3,,2.0,390.0,,59.1,5.0,110.0,1.4,20.0,,304.0,299.0,37.0,1.0,2.4,72.0,67.0,1.1,0.9,1.1,,True,False,,0.0 | Fuente: base original de Alzum.,True
,Paté de hígado,Embutidos y charcutería,,100,gr,314.8,14.2,1.5,28.0,,3.3,30.0,600.0,3.3,1.2,60.0,60.0,3.2,2.0,,,,,70.0,400.0,5.5,13.0,120.0,200.0,138.0,41.6,697.0,2.9,53.9,255.0,9.6,12.4,3.2,,True,False,"Desayuno, Comida / cena",0.0 | Fuente: base original de Alzum.,True
,Salchichas de hígado,Embutidos y charcutería,,100,gr,321.7,14.1,2.2,28.5,,27.7,272.0,1.0,4.3,3.0,190.0,30.0,13.5,,,,,,26.0,240.0,6.4,12.0,155.0,230.0,170.0,58.0,860.0,2.3,52.1,158.0,10.6,13.3,2.6,,True,False,"Desayuno, Comida / cena",0.0 | Fuente: base original de Alzum.,True
,Ají amarillo molido fresco sin sal,Especias y hierbas,,100,gr,59.7,1.9,9.2,1.7,,,,,,,,,,16.2,,,,,97.0,,3.5,,,47.0,,,,,60.2,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Ají colorado molido,Especias y hierbas,,100,gr,49.4,2.1,8.0,1.0,,,,,,,,,,19.2,,,,,130.0,,5.0,,,54.0,,,,0.3,72.6,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Ají de mesa,Especias y hierbas,,100,gr,46.8,1.8,7.2,1.2,,,,,,,,,,104.4,,,,,77.0,,1.3,,,23.0,,,,,89.1,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Albahaca sin tallo,Especias y hierbas,,100,gr,51.6,2.9,7.3,1.2,,,,,,,,,,20.0,,,,,325.0,,5.3,,,38.0,,,,0.9,86.7,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Canela en polvo,Especias y hierbas,,100,gr,247.0,4.0,80.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Chile en polvo,Especias y hierbas,,100,gr,282.0,13.0,50.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Clavo de olor,Especias y hierbas,,1,ud,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Culantro,Especias y hierbas,,100,gr,52.9,3.3,7.0,1.3,,,,,,,,,,37.2,,,,,259.0,,5.3,,,63.0,,,,0.5,85.6,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Cúrcuma en polvo,Especias y hierbas,,100,gr,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Hierbabuena,Especias y hierbas,,100,gr,49.4,3.1,7.0,1.0,,,,,,,,,,2.0,,,,,206.0,,9.1,,,70.0,,,,1.1,86.7,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Mantequilla con sal,Aceites y grasas,,100,gr,733.63,0.9,0.1,81.1,,,,,,,,,,,,,,,24.0,,,,,24.0,,,,0.1,15.9,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Pimienta,Especias y hierbas,,100,gr,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Tomillo,Especias y hierbas,,100,gr,276.0,9.1,63.9,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Una pizca de comino,Especias y hierbas,,100,gr,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Hoja de menta,Especias y hierbas,,100,gr,44.0,3.3,8.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,False
,Aceitunas,Frutas,,100,gr,124.52,0.8,6.3,10.7,3.2,403.0,3.0,,37.0,15.0,9.0,,,900.0,,1.7,1.4,10.3,88.0,251.0,3.3,4.0,20.0,3.0,8.0,0.9,872.0,220.0,80.0,,1.4,7.9,0.9,,True,False,"Media mañana / merienda, Comida / cena",15.0 | Fuente: base original de Alzum.,True
,Aceitunas negras,Frutas,,100,gr,331.6,2.2,30.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Media mañana / merienda, Comida / cena",0 | Fuente: base original de Alzum.,True
,Aceitunas negras,Frutas,Aldi,100,gr,134.0,0.5,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Media mañana / merienda, Comida / cena",Fuente: base original de Alzum.,True
,Aguaje,Frutas,,100,gr,307.5,2.3,18.1,25.1,,,,,,,,,,,,,,,74.0,,0.7,,,27.0,,,,,53.6,,,,,,True,False,,0 | Fuente: base original de Alzum.,False
,Albaricoques secos,Frutas,,100,gr,268.71,3.4,62.6,0.5,7.3,3.6,15.0,74.0,2.6,516.0,143.0,10.0,,1.0,,4.3,3.1,13.9,55.0,343.0,2.7,32.0,235.0,71.0,1.2,2.2,10.0,390.0,30.9,,,0.1,0.1,53.4,True,False,,31.0 | Fuente: base original de Alzum.,True
,Banano,Frutas,,100,gr,100.0,1.0,22.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,True
,Camu-camu P.C.,Frutas,,100,gr,26.5,0.5,5.9,0.1,,,,,,,,,,2780.0,,,,,28.0,,0.5,,,15.0,,,,,93.3,,,,,,True,False,,0 | Fuente: base original de Alzum.,True
,Cerezas,Frutas,,100,gr,70.08,1.1,16.0,0.2,2.1,64.0,27.0,33.0,154.0,199.0,49.0,4.0,,7.0,,70.0,2.1,6.1,13.0,60.0,360.0,11.0,70.0,21.0,222.0,,,70.0,82.3,,,,0.1,12.8,True,False,,63.0 | Fuente: base original de Alzum.,True
,Coco,Frutas,,100,gr,375.65,3.3,15.2,33.5,9.0,,66.0,20.0,540.0,300.0,54.0,26.0,,3.3,,240.0,0.2,12.1,14.0,435.0,2.4,32.0,1.5,113.0,356.0,10.1,20.0,1.1,47.0,,29.7,1.4,0.4,6.2,True,True,,45.0 | Fuente: base original de Alzum.,False
,Cocona,Frutas,,100,gr,46.7,0.9,9.2,0.7,,,,,,,,,,4.5,,,,,16.0,,1.5,,,30.0,,,,,88.5,,,,,,True,False,,0 | Fuente: base original de Alzum.,True
,Duraznos,Frutas,,100,gr,44.05,0.9,9.5,0.3,1.5,326.0,24.0,31.0,806.0,153.0,25.0,4.0,,6.6,,730.0,2.6,6.1,6.0,68.0,250.0,9.0,61.0,20.0,190.0,0.1,,170.0,88.9,,,0.1,0.1,8.4,True,False,,42.0 | Fuente: base original de Alzum.,True
